FIRST_NAME,LAST_NAME,EMAIL,GENDER,DOB_DD_MM_YYYY,USER_TYPE,ROLE,AGE,CLIENT_NAME,PROJECT_NAME,PROJECT_START_DATE,PROJECT_END_DATE,PROJECT_DURATION,PROJECT_CATEGORY,ALLOCATION_START,ALLOCATION_END,ALLOCATION_DURATION,WEEK_START,WEEK_END,ACTIVITY,COMMENTS,MON,TUE,WED,THUR,FRI,SAT,SUN,FLAG,TOTAL_WEEK_HOURS,HOURS_OVER_OR_UNDER,FEEDBACK_START_PERIOD,FEEDBACK_END_PERIOD,Q1,Q2,Q3,Q4,Q5,Q6,FEEDBACK_COMMENTS,ATTENDANCE_REGULARIZATION
Kirbee,Rosiello,krosielloqr@symantec.com,Female,02-07-1979,User,tribe_master,45,"Leannon, Mueller and Shanahan",Consulting,2023-12-16,2024-01-20,35,Mid Cap Project,15-10-2023,12-11-2023,28,2024-01-19,2024-01-26,bau,Need to seek advice from mentors,3,1,1,1,12,8,5,False,31.0,-9.0,2023-07-03,2023-07-10,5,5,3,4,3,1,Need assistance in managing stakeholder expectations effectively.,1
Marilee,Bogue,mbogueqe@discuz.net,Female,20-04-1998,User,software_developper,26,O'Keefe Inc,Software_Developper,2023-10-06,2023-10-27,21,Mid Cap Project,18-06-2023,16-07-2023,28,2023-04-15,2023-04-22,client_project,Task requirements aligned with user needs,5,4,10,3,5,3,4,True,34.0,-6.0,2024-02-28,2024-03-06,2,1,3,1,3,1,Concerns about the team's alignment with project objectives.,1
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,27-09-1999,User,consultant,25,"Kautzer, McKenzie and Lockman",Software_Developper,2024-03-15,2024-04-05,21,Mid Cap Project,22-02-2024,28-03-2024,35,2024-02-29,2024-03-07,client_project,Experiencing burnout from long hours,9,2,10,4,9,7,4,False,45.0,5.0,,,,,,,,,,0
Berti,Heinig,bheinig27@rediff.com,Male,13-09-1993,User,software_developper,31,Paucek-Rutherford,Consulting,2023-04-14,2023-04-28,14,Small Cap Project,18-02-2024,10-03-2024,21,2023-08-12,2023-08-19,sales_activity,Experiencing delays due to external factors,1,12,2,1,6,6,8,False,36.0,-4.0,2023-10-08,2023-10-15,1,1,5,4,5,1,Feeling overwhelmed by competing priorities.,0
Immanuel,Thomazin,ithomazingy@sfgate.com,Female,24-10-1979,User,consultant,45,Schmidt-McKenzie,Software_Developper,2023-08-31,2023-09-14,14,Small Cap Project,26-05-2023,23-06-2023,28,2023-08-11,2023-08-18,client_project,Feeling satisfied with progress made,6,4,11,11,2,9,4,False,47.0,7.0,2023-12-25,2024-01-01,1,4,2,3,3,2,Concerns about the project's ability to deliver desired outcomes and benefits.,0
Cloe,Spinley,cspinleyi@ebay.com,Male,18-12-1992,User,software_developper,32,"Beatty, Lockman and Ortiz",Software_Developper,2023-06-04,2023-07-02,28,Mid Cap Project,11-08-2023,01-09-2023,21,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-09-14,2023-09-21,3,5,5,1,5,2,Feeling stressed due to the project's impact on team dynamics and morale.,1
Nowell,Carrane,ncarrane7l@twitter.com,Female,27-05-1983,User,software_developper,41,Thompson and Sons,Software_Developper,2023-07-29,2023-09-09,42,Mid Cap Project,01-06-2023,13-07-2023,42,2024-01-17,2024-01-24,sales_activity,Need to address project risks proactively,2,12,3,1,2,3,3,False,26.0,-14.0,2023-08-11,2023-08-18,4,1,3,1,5,1,Experiencing burnout due to long hours.,1
Prince,Nazaret,pnazaretj4@acquirethisname.com,Male,03-03-2001,User,intern,23,Langworth and Sons,Software_Developper,2024-02-05,2024-02-26,21,Mid Cap Project,17-08-2023,14-09-2023,28,2024-03-09,2024-03-16,client_project,Need to improve conflict resolution skills,3,3,1,1,10,6,5,False,29.0,-11.0,,,,,,,,,,1
Tiertza,Stowgill,tstowgill34@bloglines.com,Male,07-04-1982,User,consultant,42,Ledner LLC,Software_Developper,2023-10-30,2023-11-27,28,Mid Cap Project,11-09-2023,16-10-2023,35,2024-02-10,2024-02-17,client_project,Need to enhance cross-functional collaboration,9,5,4,3,5,4,1,False,31.0,-9.0,2024-02-18,2024-02-25,3,1,4,2,4,3,Feeling overwhelmed by the number of project meetings.,1
Mose,Ganforthe,mganfortheqk@gov.uk,Female,21-05-1986,User,intern,38,Dare and Sons,Software_Developper,2024-03-30,2024-05-11,42,Mid Cap Project,02-12-2023,30-12-2023,28,2023-09-26,2023-10-03,client_project,Need more resources to complete tasks,10,4,8,3,1,4,3,False,33.0,-7.0,,,,,,,,,,1
Marilee,Bogue,mbogueqe@discuz.net,Male,26-03-1989,User,software_developper,35,O'Keefe Inc,Software_Developper,2023-10-06,2023-10-27,21,Mid Cap Project,18-06-2023,16-07-2023,28,2023-08-02,2023-08-09,client_project,Feeling overwhelmed by workload,3,2,6,3,2,6,6,False,28.0,-12.0,2024-02-28,2024-03-06,2,1,3,1,3,1,Concerns about the team's alignment with project objectives.,1
Maybelle,Bau,mbaunu@theguardian.com,Male,12-11-2000,User,software_developper,24,Reynolds LLC,Software_Developper,2023-08-17,2023-08-31,14,Small Cap Project,19-02-2024,11-03-2024,21,2023-07-03,2023-07-10,bau,Facing communication issues with team,2,8,11,8,3,2,2,False,36.0,-4.0,2023-10-16,2023-10-23,4,3,2,3,3,3,Concerns about the project's ability to deliver value and outcomes effectively.,0
Dal,MacAleese,dmacaleeserm@cyberchimps.com,Male,21-03-1991,User,intern,33,Zemlak LLC,Software_Developper,2024-01-28,2024-02-18,21,Mid Cap Project,09-10-2023,06-11-2023,28,2024-02-24,2024-03-02,client_project,Feeling overwhelmed by project complexity,11,12,3,12,9,5,4,True,56.0,16.0,2023-04-19,2023-04-26,4,4,3,5,4,2,Seeking guidance on managing project complexities and challenges effectively.,0
Sam,Pfeuffer,spfeufferad@twitpic.com,Male,18-03-1986,User,software_developper,38,Yundt-MacGyver,Software_Developper,2024-03-08,2024-03-29,21,Mid Cap Project,13-07-2023,10-08-2023,28,2023-11-17,2023-11-24,client_project,Task scope changed midway through,6,11,5,11,2,9,8,False,52.0,12.0,2023-05-17,2023-05-24,2,3,5,3,2,3,Seeking advice on managing project constraints and limitations.,0
Elane,Langridge,elangridgerh@illinois.edu,Female,03-09-1996,User,consultant,28,Kilback-Nienow,Software_Developper,2023-09-30,2023-11-11,42,Mid Cap Project,29-01-2024,26-02-2024,28,2023-11-27,2023-12-04,sales_activity,Feeling proud of contributions to project,8,1,7,12,5,5,2,False,40.0,0.0,2024-01-08,2024-01-15,3,2,3,5,3,4,Feeling overwhelmed by the project's workload and demands.,0
Lanie,Bavidge,lbavidgeax@auda.org.au,Male,03-09-1987,User,consultant,37,Kiehn and Sons,Software_Developper,2023-09-01,2023-10-06,35,Mid Cap Project,01-07-2023,05-08-2023,35,2024-03-06,2024-03-13,sales_activity,Feeling confident about meeting upcoming deadlines,9,1,12,1,7,6,11,False,47.0,7.0,,,,,,,,,,0
Damon,Toffetto,dtoffettopl@census.gov,Female,12-08-1998,User,intern,26,Torphy Inc,Software_Developper,2023-08-17,2023-09-21,35,Mid Cap Project,22-08-2023,12-09-2023,21,2023-07-04,2023-07-11,sales_activity,Feeling confident about progress made,10,1,8,5,3,4,3,False,34.0,-6.0,2024-02-22,2024-02-29,2,5,1,5,4,5,Experiencing technical issues with my workstation.,1
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,09-10-1980,User,consultant,44,Schmidt-McKenzie,Software_Developper,2023-08-31,2023-09-14,14,Small Cap Project,22-02-2024,28-03-2024,35,2024-03-26,2024-04-02,bau,Task complexity higher than anticipated,1,3,8,5,9,5,2,True,33.0,-7.0,,,,,,,,,,1
Hermina,Musker,hmuskermu@google.ca,Male,08-06-1992,User,tribe_master,32,Hermann LLC,Software_Developper,2023-11-24,2023-12-29,35,Mid Cap Project,14-03-2024,25-04-2024,42,2023-10-29,2023-11-05,bau,Enjoying working on current tasks,1,11,3,5,10,1,3,True,34.0,-6.0,2023-10-01,2023-10-08,1,5,2,1,5,1,Experiencing challenges in managing project conflicts and disputes effectively.,1
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,13-11-1999,User,consultant,25,Schmidt-McKenzie,Software_Developper,2023-08-31,2023-09-14,14,Small Cap Project,22-02-2024,28-03-2024,35,2023-11-15,2023-11-22,sales_activity,Feeling supported by team members,6,10,12,4,6,7,6,False,51.0,11.0,,,,,,,,,,0
Chevy,Smitherman,csmitherman19@sciencedaily.com,Female,06-03-1984,User,consultant,40,Stanton and Sons,Software_Developper,2024-03-19,2024-04-23,35,Mid Cap Project,26-06-2023,17-07-2023,21,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-09-19,2023-09-26,1,1,4,2,4,1,Seeking advice on handling difficult conversations.,1
Cloe,Spinley,cspinleyi@ebay.com,Female,01-04-1982,User,software_developper,42,Stanton and Sons,Software_Developper,2024-03-19,2024-04-23,35,Mid Cap Project,11-08-2023,01-09-2023,21,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-06-07,2023-06-14,4,1,4,4,3,3,Concerns about the project's alignment with organizational goals.,1
Jarvis,Arter,jartermc@google.com.br,Female,01-04-2001,User,software_developper,23,"Ernser, Blanda and Jast",Software_Developper,2023-12-16,2023-12-30,14,Small Cap Project,07-09-2023,19-10-2023,42,2023-12-18,2023-12-25,bau,Facing challenges with time tracking,9,7,2,4,1,8,2,True,33.0,-7.0,2023-09-13,2023-09-20,5,3,5,1,4,2,Experiencing burnout due to long hours.,1
Dal,MacAleese,dmacaleeserm@cyberchimps.com,Male,21-03-1991,User,intern,33,Lubowitz Inc,Consulting,2023-07-23,2023-08-20,28,Mid Cap Project,09-10-2023,06-11-2023,28,2023-11-14,2023-11-21,client_project,Experiencing technical issues with software tools,1,3,8,11,5,3,11,False,42.0,2.0,2023-04-26,2023-05-03,4,4,4,1,2,4,Concerns about the project's direction.,0
Terrance,Iuorio,tiuoriocy@qq.com,Female,17-11-1984,User,software_developper,40,Kassulke LLC,Software_Developper,2023-04-11,2023-05-23,42,Mid Cap Project,17-09-2023,22-10-2023,35,2023-08-05,2023-08-12,client_project,Experiencing technical issues with software tools,4,8,4,8,1,1,8,False,34.0,-6.0,,,,,,,,,,1
Dal,MacAleese,dmacaleeserm@cyberchimps.com,Male,03-09-1978,User,intern,46,Smith Group,Consulting,2023-05-08,2023-06-12,35,Mid Cap Project,09-10-2023,06-11-2023,28,2023-12-02,2023-12-09,client_project,Facing constraints due to resource limitations,1,12,6,7,3,8,4,False,41.0,1.0,2023-04-19,2023-04-26,4,4,3,5,4,2,Seeking guidance on managing project complexities and challenges effectively.,0
Briny,Kittman,bkittmannd@dyndns.org,Male,04-09-1983,User,tribe_master,41,West LLC,Consulting,2023-07-07,2023-08-04,28,Mid Cap Project,23-03-2024,04-05-2024,42,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-04-26,2023-05-03,5,5,2,5,4,1,Concerns about the project's alignment with strategic objectives.,1
Allison,Reinbach,areinbach8c@unicef.org,Male,13-05-1998,User,intern,26,"Gulgowski, Mills and Marvin",Software_Developper,2024-04-11,2024-05-16,35,Mid Cap Project,26-10-2023,23-11-2023,28,2024-01-11,2024-01-18,client_project,Feeling enthusiastic about project progress,5,5,3,10,3,4,3,True,33.0,-7.0,2024-01-11,2024-01-18,2,1,2,2,5,3,Experiencing difficulties in managing project budgets.,1
Romonda,Mariyushkin,rmariyushkin71@altervista.org,Female,23-08-1990,User,software_developper,34,"Parisian, Klocko and Kohler",Software_Developper,2024-02-24,2024-03-09,14,Small Cap Project,27-03-2024,17-04-2024,21,2023-11-09,2023-11-16,client_project,Need to align project goals with company objectives,12,8,9,9,12,12,2,True,64.0,24.0,2023-04-22,2023-04-29,1,2,5,3,5,4,Feeling frustrated with the project's lack of progress and direction.,0
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,27-09-1999,User,consultant,25,"Corkery, Hickle and Auer",Software_Developper,2024-04-20,2024-05-04,14,Small Cap Project,22-02-2024,28-03-2024,35,2024-03-26,2024-04-02,bau,Task complexity higher than anticipated,1,3,8,5,9,5,2,True,33.0,-7.0,,,,,,,,,,1
Hermina,Musker,hmuskermu@google.ca,Male,08-06-1992,User,tribe_master,32,Hermann LLC,Software_Developper,2023-11-24,2023-12-29,35,Mid Cap Project,14-03-2024,25-04-2024,42,2023-10-29,2023-11-05,bau,Enjoying working on current tasks,1,11,3,5,10,1,3,True,34.0,-6.0,2023-10-01,2023-10-08,1,5,2,1,5,1,Experiencing challenges in managing project conflicts and disputes effectively.,1
Riccardo,Cundict,rcundicte0@gizmodo.com,Male,10-12-1986,User,consultant,38,Reynolds LLC,Software_Developper,2023-08-17,2023-08-31,14,Small Cap Project,23-09-2023,14-10-2023,21,2023-11-17,2023-11-24,client_project,Task scope changed midway through,6,11,5,11,2,9,8,False,52.0,12.0,,,,,,,,,,0
Hermina,Musker,hmuskermu@google.ca,Male,25-08-1977,User,tribe_master,47,"Heaney, Wyman and Gorczany",Software_Developper,2023-09-16,2023-10-28,42,Mid Cap Project,14-03-2024,25-04-2024,42,2023-10-03,2023-10-10,bau,Feeling confident about meeting upcoming deadlines,8,3,7,7,6,10,1,False,42.0,2.0,2023-10-01,2023-10-08,1,5,2,1,5,1,Experiencing challenges in managing project conflicts and disputes effectively.,0
Veronica,Lenihan,vlenihan7b@toplist.cz,Male,29-06-2001,User,software_developper,23,Reynolds LLC,Software_Developper,2023-08-17,2023-08-31,14,Small Cap Project,05-01-2024,16-02-2024,42,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,,,,,,,,,,1
Hermina,Musker,hmuskermu@google.ca,Male,08-06-1992,User,tribe_master,32,Hermann LLC,Software_Developper,2023-11-24,2023-12-29,35,Mid Cap Project,14-03-2024,25-04-2024,42,2023-10-29,2023-11-05,bau,Enjoying working on current tasks,1,11,3,5,10,1,3,True,34.0,-6.0,2023-08-09,2023-08-16,5,4,4,5,3,4,Struggling to balance multiple projects simultaneously.,1
Chevy,Smitherman,csmitherman19@sciencedaily.com,Female,10-10-1984,User,consultant,40,Heaney Inc,Software_Developper,2023-08-21,2023-10-02,42,Mid Cap Project,22-10-2023,05-11-2023,14,2024-01-31,2024-02-07,client_project,Struck between tasks,3,9,1,1,6,9,5,True,34.0,-6.0,2023-12-30,2024-01-06,4,5,4,3,3,3,Experiencing difficulties in delegating tasks effectively.,1
Adair,Cotillard,acotillard61@mapquest.com,Female,03-03-2000,User,software_developper,24,Schulist and Sons,Software_Developper,2023-12-14,2023-12-28,14,Small Cap Project,10-04-2023,01-05-2023,21,2023-08-03,2023-08-10,sales_activity,Need to improve delegation skills,10,11,8,10,6,8,10,False,63.0,23.0,2024-02-14,2024-02-21,2,1,3,1,2,4,Seeking advice on managing project scope changes.,0
Sam,Pfeuffer,spfeufferad@twitpic.com,Male,18-03-1986,User,software_developper,38,Hudson-Wisoky,Software_Developper,2023-12-07,2024-01-18,42,Mid Cap Project,13-07-2023,10-08-2023,28,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,2023-05-17,2023-05-24,2,3,5,3,2,3,Seeking advice on managing project constraints and limitations.,1
Sam,Pfeuffer,spfeufferad@twitpic.com,Male,18-03-1986,User,software_developper,38,Yundt-MacGyver,Software_Developper,2024-03-08,2024-03-29,21,Mid Cap Project,13-07-2023,10-08-2023,28,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,2023-04-18,2023-04-25,3,5,3,4,1,4,Concerns about the project's alignment with organizational priorities.,1
Damon,Toffetto,dtoffettopl@census.gov,Female,12-08-1998,User,intern,26,Lang-Harvey,Software_Developper,2024-04-05,2024-05-03,28,Mid Cap Project,22-08-2023,12-09-2023,21,2023-08-20,2023-08-27,sales_activity,Need to delegate tasks more effectively,7,6,6,9,9,2,7,False,46.0,6.0,2024-02-22,2024-02-29,2,5,1,5,4,5,Experiencing technical issues with my workstation.,0
Joye,Milsap,jmilsapjs@mediafire.com,Female,15-03-2000,User,software_developper,24,Walsh Inc,Software_Developper,2023-08-11,2023-09-22,42,Mid Cap Project,05-09-2023,26-09-2023,21,2023-11-27,2023-12-04,sales_activity,Feeling proud of contributions to project,8,1,7,12,5,5,2,False,40.0,0.0,2024-01-09,2024-01-16,4,2,3,3,4,4,Feeling unsupported in addressing project conflicts and disagreements.,0
Chiarra,Avrashin,cavrashin2p@fda.gov,Female,26-08-1980,User,software_developper,44,"Kshlerin, Leffler and Hansen",Software_Developper,2023-06-08,2023-07-13,35,Mid Cap Project,13-07-2023,17-08-2023,35,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,,,,,,,,,,1
Owen,Paur,opaurpt@jugem.jp,Male,05-12-1984,User,consultant,40,Koss-Orn,Software_Developper,2023-07-26,2023-08-23,28,Mid Cap Project,05-05-2023,19-05-2023,14,2023-09-12,2023-09-19,sales_activity,Task completion delayed due to unforeseen circumstances,10,3,2,2,1,9,6,True,33.0,-7.0,,,,,,,,,,1
Briny,Kittman,bkittmannd@dyndns.org,Male,04-09-1983,User,tribe_master,41,Stanton and Sons,Software_Developper,2024-03-19,2024-04-23,35,Mid Cap Project,23-03-2024,04-05-2024,42,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-06-18,2023-06-25,3,4,3,2,3,3,Struggling to cope with changing project requirements.,1
Sam,Pfeuffer,spfeufferad@twitpic.com,Male,18-03-1986,User,software_developper,38,Reynolds LLC,Software_Developper,2023-08-17,2023-08-31,14,Small Cap Project,13-07-2023,10-08-2023,28,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,2023-04-18,2023-04-25,3,5,3,4,1,4,Concerns about the project's alignment with organizational priorities.,1
Tawsha,Paridge,tparidge7w@furl.net,Male,01-02-1988,User,software_developper,36,Nolan-Thompson,Software_Developper,2023-06-25,2023-07-30,35,Mid Cap Project,05-03-2024,19-03-2024,14,2023-05-31,2023-06-07,sales_activity,Experiencing delays due to external factors,3,5,12,2,5,1,4,False,32.0,-8.0,2023-11-23,2023-11-30,4,1,5,1,3,2,Experiencing burnout due to long hours.,1
Tymon,Clapp,tclapph3@4shared.com,Female,17-03-1985,User,software_developper,39,Denesik-Hodkiewicz,Consulting,2023-05-16,2023-05-30,14,Small Cap Project,10-05-2023,07-06-2023,28,2023-07-25,2023-08-01,client_project,Task progress impacted by scope creep,8,1,8,5,4,9,4,True,39.0,-1.0,,,,,,,,,,0
Alix,Withams,awithamsps@alexa.com,Female,07-07-1988,User,software_developper,36,Hermann LLC,Software_Developper,2023-11-24,2023-12-29,35,Mid Cap Project,25-03-2024,08-04-2024,14,2023-10-29,2023-11-05,bau,Enjoying working on current tasks,1,11,3,5,10,1,3,True,34.0,-6.0,2023-07-21,2023-07-28,2,1,1,3,5,2,Feeling unsupported in addressing team challenges.,1
Hashim,Skains,hskainsbl@infoseek.co.jp,Male,08-03-1983,User,intern,41,Keeling Inc,Software_Developper,2023-07-22,2023-08-26,35,Mid Cap Project,22-12-2023,02-02-2024,42,2023-12-23,2023-12-30,bau,Need to improve time estimation skills,7,3,4,8,3,7,4,True,36.0,-4.0,2023-04-25,2023-05-02,1,1,5,3,2,3,Feeling disconnected from the team while working remotely.,0
Leese,Divine,ldivinegk@naver.com,Female,17-07-1980,User,software_developper,44,Lubowitz Inc,Consulting,2023-07-23,2023-08-20,28,Mid Cap Project,03-04-2024,08-05-2024,35,2024-02-24,2024-03-02,client_project,Feeling overwhelmed by project complexity,11,12,3,12,9,5,4,True,56.0,16.0,2023-10-05,2023-10-12,1,1,1,2,1,2,Seeking guidance on managing project constraints.,0
Pammi,Asals,pasalscz@wordpress.com,Female,14-11-1995,User,software_developper,29,"Jaskolski, Beatty and Metz",Software_Developper,2024-03-10,2024-04-21,42,Mid Cap Project,18-09-2023,09-10-2023,21,2023-08-27,2023-09-03,bau,Need to enhance cross-functional collaboration,11,7,8,1,1,4,2,True,34.0,-6.0,2023-11-04,2023-11-11,2,2,5,1,5,3,Struggling to maintain motivation during long-term projects.,1
Cindelyn,Colnet,ccolnetrb@sourceforge.net,Male,28-12-1987,User,software_developper,37,Berge Inc,Consulting,2023-10-03,2023-11-14,42,Mid Cap Project,20-09-2023,01-11-2023,42,2023-10-15,2023-10-22,sales_activity,Experiencing delays due to external dependencies,6,5,7,4,1,7,8,True,38.0,-2.0,,,,,,,,,,0
Nanon,Spowage,nspowagef9@sciencedaily.com,Male,17-03-1987,User,software_developper,37,Nolan-Muller,Consulting,2023-09-11,2023-10-23,42,Mid Cap Project,22-02-2024,07-03-2024,14,2024-03-09,2024-03-16,client_project,Need to improve conflict resolution skills,3,3,1,1,10,6,5,False,29.0,-11.0,,,,,,,,,,1
Linnell,Garside,lgarsidell@bravesites.com,Male,29-04-1994,User,software_developper,30,Pouros LLC,Consulting,2024-01-30,2024-02-27,28,Mid Cap Project,02-07-2023,30-07-2023,28,2023-06-05,2023-06-12,sales_activity,Need feedback on work done so far,11,1,5,7,11,4,5,True,44.0,4.0,,,,,,,,,,0
Brooks,Kuhnke,bkuhnke4v@linkedin.com,Female,25-07-1977,User,consultant,47,Hartmann-Barrows,Intern,2023-04-15,2023-05-06,21,Mid Cap Project,06-12-2023,27-12-2023,21,2023-06-16,2023-06-23,client_project,Feeling grateful for team collaboration,8,2,8,3,10,7,9,False,47.0,7.0,2023-06-17,2023-06-24,1,3,3,3,4,3,Concerns about the project's adherence to quality standards and best practices.,0
Janene,McEllen,jmcellenr3@php.net,Male,17-05-1999,User,software_developper,25,Bogisich Group,Consulting,2023-12-01,2023-12-29,28,Mid Cap Project,09-12-2023,13-01-2024,35,2024-01-06,2024-01-13,sales_activity,Task complexity causing delays,2,4,4,7,12,2,7,True,38.0,-2.0,2024-03-19,2024-03-26,1,1,1,4,1,1,Concerns about the team's ability to adapt to change.,0
